"Airline","Month","Departure_Hour","Total_Flights","Average_Departure_Delay","Average_Arrival_Delay","Total_Departure_Delay_Time","Total_Arrival_Delay_Time"
Republic Airline,10,15,630,3.90,-0.97,5210.0,5978.0
Republic Airline,10,16,469,6.32,3.48,4936.0,5806.0
Republic Airline,10,17,730,5.26,2.03,7044.0,8660.0
Republic Airline,10,18,630,7.19,3.07,7454.0,8327.0
Republic Airline,10,19,537,8.67,2.16,7031.0,7280.0
Republic Airline,10,20,516,7.64,3.67,6309.0,7141.0
Republic Airline,10,21,286,5.86,2.47,3015.0,3314.0
Republic Airline,10,22,158,1.96,-2.34,1005.0,1030.0
Republic Airline,11,0,6,0.67,20.83,27.0,152.0
Republic Airline,11,5,171,-2.21,-7.46,532.0,843.0
Republic Airline,11,6,788,-0.80,-5.37,3536.0,4934.0
Republic Airline,11,7,516,-0.30,-5.75,2565.0,3111.0
Republic Airline,11,8,696,0.07,-6.54,3552.0,4195.0
Republic Airline,11,9,622,-1.15,-7.42,2579.0,3148.0
Republic Airline,11,10,605,1.24,-4.29,3701.0,4470.0
Republic Airline,11,11,632,3.65,-1.93,5265.0,5374.0
Republic Airline,11,12,639,-1.19,-6.60,2511.0,3235.0
Republic Airline,11,13,567,3.82,0.51,4710.0,5697.0
Republic Airline,11,14,660,1.90,-3.01,4330.0,5243.0
Republic Airline,11,15,604,2.51,-1.54,4237.0,5197.0
Republic Airline,11,16,495,3.74,0.14,4101.0,4899.0
Republic Airline,11,17,709,5.47,2.18,6968.0,8188.0
Republic Airline,11,18,606,3.51,-0.15,5045.0,6188.0
Republic Airline,11,19,501,2.18,-3.13,3514.0,4149.0
Republic Airline,11,20,426,4.93,-0.69,4059.0,4270.0
Republic Airline,11,21,320,1.65,-3.93,2134.0,2124.0
Republic Airline,11,22,119,6.94,4.03,1359.0,1476.0
Republic Airline,11,23,2,-7.50,-18.50,0.0,0.0
Republic Airline,12,5,173,3.97,-1.20,1449.0,1757.0
Republic Airline,12,6,767,1.62,-2.86,4764.0,6242.0
Republic Airline,12,7,578,-0.75,-5.00,2375.0,3500.0
Republic Airline,12,8,692,-0.30,-5.58,2994.0,4279.0
Republic Airline,12,9,599,0.52,-6.00,3118.0,3774.0
Republic Airline,12,10,628,0.87,-5.75,3426.0,3959.0
Republic Airline,12,11,708,1.41,-4.39,4194.0,4750.0
Republic Airline,12,12,695,4.14,-0.48,5813.0,6935.0
Republic Airline,12,13,531,3.79,-0.29,4460.0,5128.0
Republic Airline,12,14,765,3.75,-0.83,6029.0,6863.0
Republic Airline,12,15,623,10.28,6.28,8791.0,9651.0
Republic Airline,12,16,520,10.41,6.60,7471.0,8506.0
Republic Airline,12,17,715,12.20,8.74,11489.0,12650.0
Republic Airline,12,18,626,11.79,7.70,9877.0,10725.0
Republic Airline,12,19,469,9.12,4.15,6259.0,6937.0
Republic Airline,12,20,441,14.29,9.67,8136.0,8762.0
Republic Airline,12,21,318,8.36,1.54,4097.0,3995.0
Republic Airline,12,22,117,8.14,3.58,1389.0,1415.0
Republic Airline,12,23,1,90.00,88.00,90.0,88.0
SkyWest Airlines Inc.,1,1,7,16.14,-1.14,155.0,122.0
SkyWest Airlines Inc.,1,5,633,17.34,9.93,13769.0,14438.0
SkyWest Airlines Inc.,1,6,2064,8.93,2.46,28238.0,30294.0
SkyWest Airlines Inc.,1,7,1651,10.75,5.16,24947.0,26339.0
SkyWest Airlines Inc.,1,8,1876,8.86,4.23,24406.0,27533.0
SkyWest Airlines Inc.,1,9,1803,8.73,3.68,23224.0,25040.0
SkyWest Airlines Inc.,1,10,1989,13.74,7.19,34999.0,35099.0
SkyWest Airlines Inc.,1,11,2138,10.38,4.11,30683.0,31437.0
SkyWest Airlines Inc.,1,12,1832,11.53,4.65,28827.0,28578.0
SkyWest Airlines Inc.,1,13,1984,11.71,5.33,31054.0,31889.0
SkyWest Airlines Inc.,1,14,1776,12.95,6.49,30381.0,30270.0
SkyWest Airlines Inc.,1,15,2095,11.43,3.55,31762.0,31032.0
SkyWest Airlines Inc.,1,16,1694,13.73,7.73,30295.0,30566.0
SkyWest Airlines Inc.,1,17,2342,13.33,7.37,40940.0,41742.0
SkyWest Airlines Inc.,1,18,1732,13.85,8.36,31209.0,31916.0
SkyWest Airlines Inc.,1,19,1333,9.61,2.89,18377.0,18429.0
SkyWest Airlines Inc.,1,20,1419,12.17,3.32,22530.0,22594.0
SkyWest Airlines Inc.,1,21,652,11.24,4.49,9697.0,9667.0
SkyWest Airlines Inc.,1,22,502,20.38,13.01,12151.0,11838.0
SkyWest Airlines Inc.,1,23,30,14.17,12.53,586.0,595.0
SkyWest Airlines Inc.,2,1,2,14.00,0.50,28.0,9.0
SkyWest Airlines Inc.,2,5,534,19.13,12.63,12502.0,13041.0
SkyWest Airlines Inc.,2,6,1831,12.51,6.46,31406.0,34041.0
SkyWest Airlines Inc.,2,7,1668,10.48,5.64,24779.0,27032.0
SkyWest Airlines Inc.,2,8,1822,8.31,3.32,22442.0,25193.0
SkyWest Airlines Inc.,2,9,1652,10.21,4.69,23364.0,24466.0
SkyWest Airlines Inc.,2,10,1868,12.55,6.01,30413.0,31112.0
SkyWest Airlines Inc.,2,11,1956,11.02,4.58,28890.0,28727.0
SkyWest Airlines Inc.,2,12,1629,15.22,9.19,30997.0,31326.0
SkyWest Airlines Inc.,2,13,1832,13.98,7.62,32453.0,33082.0
SkyWest Airlines Inc.,2,14,1617,13.95,7.93,28934.0,29727.0
SkyWest Airlines Inc.,2,15,1888,14.75,8.09,34186.0,34728.0
SkyWest Airlines Inc.,2,16,1628,14.19,9.31,29489.0,30452.0
SkyWest Airlines Inc.,2,17,2058,16.24,10.50,41245.0,43171.0
SkyWest Airlines Inc.,2,18,1631,16.84,11.63,34083.0,34768.0
SkyWest Airlines Inc.,2,19,1228,16.06,10.35,24360.0,25096.0
SkyWest Airlines Inc.,2,20,1304,12.24,4.38,20596.0,20910.0
SkyWest Airlines Inc.,2,21,544,11.42,3.96,8340.0,8118.0
SkyWest Airlines Inc.,2,22,460,16.10,8.92,9220.0,9270.0
SkyWest Airlines Inc.,2,23,39,11.31,8.79,717.0,754.0
SkyWest Airlines Inc.,3,5,717,4.58,-1.78,6940.0,7498.0
SkyWest Airlines Inc.,3,6,2138,7.01,0.62,25767.0,28100.0
SkyWest Airlines Inc.,3,7,1933,6.48,2.33,21803.0,24991.0
SkyWest Airlines Inc.,3,8,2189,4.73,-0.40,19746.0,22170.0
SkyWest Airlines Inc.,3,9,1786,5.32,0.03,17020.0,18820.0
SkyWest Airlines Inc.,3,10,2126,6.01,-0.26,21771.0,22699.0
SkyWest Airlines Inc.,3,11,2116,5.96,-0.18,21377.0,21954.0
SkyWest Airlines Inc.,3,12,1939,9.34,3.13,26815.0,26844.0
SkyWest Airlines Inc.,3,13,2080,7.92,1.29,25360.0,25246.0
SkyWest Airlines Inc.,3,14,1803,8.84,3.13,23810.0,24117.0
SkyWest Airlines Inc.,3,15,2167,5.09,-0.58,19353.0,20123.0
SkyWest Airlines Inc.,3,16,1793,7.51,2.51,21161.0,21879.0
SkyWest Airlines Inc.,3,17,2311,8.44,1.95,29289.0,29766.0
SkyWest Airlines Inc.,3,18,1960,11.94,6.68,32101.0,33361.0
SkyWest Airlines Inc.,3,19,1475,7.91,1.14,17757.0,17520.0
SkyWest Airlines Inc.,3,20,1444,6.30,-1.73,15185.0,15175.0
SkyWest Airlines Inc.,3,21,710,13.11,6.73,12101.0,11907.0
SkyWest Airlines Inc.,3,22,557,10.79,4.01,8562.0,8733.0
SkyWest Airlines Inc.,3,23,46,36.52,31.04,1876.0,1849.0
SkyWest Airlines Inc.,4,0,2,-6.50,-13.00,0.0,0.0
SkyWest Airlines Inc.,4,5,500,9.10,0.59,7123.0,7033.0
SkyWest Airlines Inc.,4,6,1925,7.44,0.39,24353.0,25133.0
SkyWest Airlines Inc.,4,7,1818,2.88,-2.51,14532.0,15725.0
SkyWest Airlines Inc.,4,8,1878,2.83,-2.46,14260.0,15713.0
SkyWest Airlines Inc.,4,9,1695,4.77,-0.07,15564.0,16791.0
SkyWest Airlines Inc.,4,10,1704,5.36,-0.87,16803.0,17175.0
SkyWest Airlines Inc.,4,11,1949,5.38,0.05,18973.0,19804.0
SkyWest Airlines Inc.,4,12,1602,6.89,1.84,18291.0,18860.0
SkyWest Airlines Inc.,4,13,1897,5.01,-0.97,17925.0,17975.0
SkyWest Airlines Inc.,4,14,1636,8.55,2.61,21061.0,21455.0
SkyWest Airlines Inc.,4,15,1834,5.52,0.16,18161.0,19143.0
SkyWest Airlines Inc.,4,16,1547,9.35,4.06,21277.0,21423.0
SkyWest Airlines Inc.,4,17,2136,9.09,3.87,28535.0,29573.0
SkyWest Airlines Inc.,4,18,1707,7.58,1.91,21063.0,21539.0
SkyWest Airlines Inc.,4,19,1294,4.30,-1.61,11683.0,12172.0
SkyWest Airlines Inc.,4,20,1225,3.89,-2.20,10016.0,10659.0
SkyWest Airlines Inc.,4,21,662,6.80,1.04,7185.0,7221.0
SkyWest Airlines Inc.,4,22,456,1.52,-4.05,2589.0,2715.0
SkyWest Airlines Inc.,4,23,38,-0.34,-7.39,331.0,284.0
SkyWest Airlines Inc.,5,5,394,3.84,-4.03,3488.0,3548.0
SkyWest Airlines Inc.,5,6,2006,3.39,-3.94,16695.0,16997.0
SkyWest Airlines Inc.,5,7,1743,3.14,-2.25,13877.0,14905.0
SkyWest Airlines Inc.,5,8,2071,4.14,-1.45,17776.0,18852.0
SkyWest Airlines Inc.,5,9,1763,3.93,-0.87,14265.0,15120.0
SkyWest Airlines Inc.,5,10,1933,5.14,-0.21,18016.0,18307.0
SkyWest Airlines Inc.,5,11,2031,4.59,-1.12,17672.0,18150.0
SkyWest Airlines Inc.,5,12,1619,9.29,4.48,21664.0,22069.0
SkyWest Airlines Inc.,5,13,1922,5.90,1.01,19633.0,20190.0
SkyWest Airlines Inc.,5,14,1688,9.57,4.74,23095.0,24185.0
SkyWest Airlines Inc.,5,15,2036,9.94,4.71,28131.0,28848.0
SkyWest Airlines Inc.,5,16,1597,9.85,5.55,21941.0,22875.0
SkyWest Airlines Inc.,5,17,2200,9.81,5.12,30062.0,31847.0
SkyWest Airlines Inc.,5,18,1782,7.02,1.82,20313.0,20767.0
SkyWest Airlines Inc.,5,19,1346,9.97,3.74,18372.0,18199.0
SkyWest Airlines Inc.,5,20,1158,7.20,0.39,12672.0,12365.0
SkyWest Airlines Inc.,5,21,697,10.05,4.01,9586.0,9504.0
SkyWest Airlines Inc.,5,22,473,14.90,9.51,8612.0,8447.0
SkyWest Airlines Inc.,5,23,34,13.38,6.53,714.0,702.0
SkyWest Airlines Inc.,6,4,1,-7.00,-26.00,0.0,0.0
SkyWest Airlines Inc.,6,5,415,12.67,5.49,7146.0,6893.0
SkyWest Airlines Inc.,6,6,1882,7.60,2.33,22961.0,23922.0
SkyWest Airlines Inc.,6,7,1886,4.68,0.04,17204.0,18426.0
SkyWest Airlines Inc.,6,8,1993,5.04,0.87,18362.0,19666.0
SkyWest Airlines Inc.,6,9,1883,5.75,2.02,17897.0,19094.0
SkyWest Airlines Inc.,6,10,1920,5.79,1.46,18511.0,19619.0
SkyWest Airlines Inc.,6,11,2016,7.21,2.33,22091.0,22672.0
SkyWest Airlines Inc.,6,12,1669,9.79,6.70,22602.0,24394.0
SkyWest Airlines Inc.,6,13,2090,13.21,9.12,35301.0,36164.0
SkyWest Airlines Inc.,6,14,1669,14.19,11.11,29542.0,31496.0
SkyWest Airlines Inc.,6,15,2056,12.53,9.69,32460.0,34947.0
SkyWest Airlines Inc.,6,16,1672,19.13,16.99,37888.0,40732.0
SkyWest Airlines Inc.,6,17,2185,16.83,12.68,43690.0,44776.0
SkyWest Airlines Inc.,6,18,1778,15.59,12.10,34037.0,35724.0
SkyWest Airlines Inc.,6,19,1548,17.18,12.07,31516.0,31153.0
SkyWest Airlines Inc.,6,20,1323,20.30,15.33,30534.0,30434.0
SkyWest Airlines Inc.,6,21,624,17.03,12.39,12450.0,12427.0
SkyWest Airlines Inc.,6,22,488,13.12,7.63,7812.0,7502.0
SkyWest Airlines Inc.,6,23,48,56.27,48.56,2838.0,2806.0
SkyWest Airlines Inc.,7,5,455,5.98,-0.81,4860.0,4905.0
SkyWest Airlines Inc.,7,6,2104,6.96,1.41,24426.0,25257.0
SkyWest Airlines Inc.,7,7,1917,4.76,0.46,17859.0,19707.0
SkyWest Airlines Inc.,7,8,2197,8.58,4.79,27974.0,29202.0
SkyWest Airlines Inc.,7,9,2041,6.01,2.55,19935.0,21451.0
SkyWest Airlines Inc.,7,10,2061,7.44,2.79,23151.0,23353.0
SkyWest Airlines Inc.,7,11,2136,6.84,1.27,22388.0,22389.0
SkyWest Airlines Inc.,7,12,1755,11.38,7.62,26687.0,27918.0
SkyWest Airlines Inc.,7,13,2376,12.77,9.08,38709.0,40425.0
SkyWest Airlines Inc.,7,14,1752,10.87,7.00,25576.0,26817.0
SkyWest Airlines Inc.,7,15,2236,15.66,12.98,42139.0,45066.0
SkyWest Airlines Inc.,7,16,1698,12.48,9.59,27488.0,29341.0
SkyWest Airlines Inc.,7,17,2466,17.82,14.39,51800.0,53641.0
SkyWest Airlines Inc.,7,18,1725,16.17,12.90,34006.0,35237.0
SkyWest Airlines Inc.,7,19,1581,18.05,12.33,33629.0,32610.0
SkyWest Airlines Inc.,7,20,1391,20.18,14.28,32527.0,31640.0
SkyWest Airlines Inc.,7,21,696,13.37,8.52,11547.0,11609.0
SkyWest Airlines Inc.,7,22,550,13.65,9.72,9141.0,9291.0
SkyWest Airlines Inc.,7,23,47,14.11,8.36,843.0,792.0
SkyWest Airlines Inc.,8,5,491,4.66,-1.82,4609.0,4618.0
SkyWest Airlines Inc.,8,6,2237,6.59,1.45,25628.0,27228.0
SkyWest Airlines Inc.,8,7,1975,4.41,0.24,18069.0,20428.0
SkyWest Airlines Inc.,8,8,2235,5.75,2.38,22943.0,25612.0
SkyWest Airlines Inc.,8,9,1955,6.23,2.43,19654.0,21297.0
SkyWest Airlines Inc.,8,10,2357,7.55,2.93,27495.0,27952.0
SkyWest Airlines Inc.,8,11,2208,5.24,0.17,20332.0,20145.0
SkyWest Airlines Inc.,8,12,1872,6.97,2.68,20779.0,21589.0
SkyWest Airlines Inc.,8,13,2394,6.06,1.39,23729.0,24435.0
SkyWest Airlines Inc.,8,14,1756,10.95,6.94,25931.0,27202.0
SkyWest Airlines Inc.,8,15,2309,12.80,9.12,37656.0,39635.0
SkyWest Airlines Inc.,8,16,1897,15.18,11.88,35992.0,37465.0
SkyWest Airlines Inc.,8,17,2447,13.83,9.46,42538.0,43836.0
SkyWest Airlines Inc.,8,18,1781,12.45,8.84,29239.0,30210.0
SkyWest Airlines Inc.,8,19,1610,14.67,9.60,29411.0,29354.0
SkyWest Airlines Inc.,8,20,1342,13.10,7.39,22075.0,22026.0
SkyWest Airlines Inc.,8,21,746,13.88,9.28,12956.0,12928.0
SkyWest Airlines Inc.,8,22,498,13.59,9.50,8604.0,8893.0
SkyWest Airlines Inc.,8,23,65,3.28,-5.15,494.0,429.0
SkyWest Airlines Inc.,9,5,344,7.98,1.92,4386.0,4445.0
SkyWest Airlines Inc.,9,6,1717,3.40,-2.72,14115.0,14876.0
SkyWest Airlines Inc.,9,7,1501,4.08,-2.00,13201.0,13997.0
SkyWest Airlines Inc.,9,8,1662,2.26,-2.84,11003.0,11587.0
SkyWest Airlines Inc.,9,9,1505,4.82,-0.12,13433.0,13832.0
SkyWest Airlines Inc.,9,10,1664,3.84,-1.61,13667.0,13981.0
SkyWest Airlines Inc.,9,11,1817,5.52,-0.96,17428.0,16905.0
SkyWest Airlines Inc.,9,12,1381,4.60,-0.20,12182.0,12638.0
SkyWest Airlines Inc.,9,13,1825,4.99,-1.21,16513.0,16119.0
SkyWest Airlines Inc.,9,14,1355,9.92,4.69,18770.0,19187.0
SkyWest Airlines Inc.,9,15,1801,6.77,1.20,19126.0,19188.0
SkyWest Airlines Inc.,9,16,1363,7.51,2.67,15859.0,16084.0
SkyWest Airlines Inc.,9,17,1969,8.22,2.57,24046.0,24590.0
SkyWest Airlines Inc.,9,18,1317,6.43,2.37,14347.0,15347.0
SkyWest Airlines Inc.,9,19,1299,8.70,2.43,16416.0,15998.0
SkyWest Airlines Inc.,9,20,1019,9.29,1.65,13292.0,12523.0
SkyWest Airlines Inc.,9,21,573,7.84,1.13,6742.0,6501.0
SkyWest Airlines Inc.,9,22,369,11.97,6.02,5953.0,5756.0
SkyWest Airlines Inc.,9,23,47,0.55,-8.15,342.0,279.0
SkyWest Airlines Inc.,10,5,386,3.66,-2.62,3160.0,3372.0
SkyWest Airlines Inc.,10,6,1857,6.84,1.71,21143.0,23109.0
SkyWest Airlines Inc.,10,7,1695,6.39,1.68,18402.0,19968.0
SkyWest Airlines Inc.,10,8,1694,4.63,0.38,14677.0,15935.0
SkyWest Airlines Inc.,10,9,1655,6.03,1.87,16147.0,17024.0
SkyWest Airlines Inc.,10,10,1684,7.23,1.55,18974.0,19206.0
SkyWest Airlines Inc.,10,11,1794,7.09,1.05,19395.0,19444.0
SkyWest Airlines Inc.,10,12,1532,6.77,0.93,16362.0,16058.0
SkyWest Airlines Inc.,10,13,1790,8.09,2.23,21082.0,20539.0
SkyWest Airlines Inc.,10,14,1460,10.87,5.18,21553.0,21165.0
SkyWest Airlines Inc.,10,15,1833,6.27,0.68,18201.0,18573.0
SkyWest Airlines Inc.,10,16,1422,8.28,2.97,17285.0,17036.0
SkyWest Airlines Inc.,10,17,1878,8.29,2.94,22963.0,23792.0
SkyWest Airlines Inc.,10,18,1437,10.05,5.18,20365.0,20339.0
SkyWest Airlines Inc.,10,19,1263,6.82,1.35,13545.0,13372.0
SkyWest Airlines Inc.,10,20,1087,6.40,-0.69,10718.0,10535.0
SkyWest Airlines Inc.,10,21,566,11.97,5.83,8875.0,8527.0
SkyWest Airlines Inc.,10,22,366,21.89,16.01,9233.0,9166.0
SkyWest Airlines Inc.,10,23,41,-0.34,-10.34,225.0,172.0
SkyWest Airlines Inc.,11,0,5,-6.40,-7.80,0.0,0.0
SkyWest Airlines Inc.,11,5,442,5.02,-1.87,4136.0,4743.0
SkyWest Airlines Inc.,11,6,1787,7.39,1.47,20995.0,23280.0
SkyWest Airlines Inc.,11,7,1508,6.33,1.50,16198.0,17830.0
SkyWest Airlines Inc.,11,8,1545,5.96,0.71,15442.0,16817.0
SkyWest Airlines Inc.,11,9,1522,5.31,0.36,13928.0,14418.0
SkyWest Airlines Inc.,11,10,1621,7.69,1.77,18755.0,18823.0
SkyWest Airlines Inc.,11,11,1677,5.72,-1.01,16162.0,15998.0
SkyWest Airlines Inc.,11,12,1516,6.32,0.25,15896.0,15885.0
SkyWest Airlines Inc.,11,13,1690,5.68,-0.75,16192.0,15995.0
SkyWest Airlines Inc.,11,14,1537,6.20,0.18,15924.0,15803.0
SkyWest Airlines Inc.,11,15,1636,7.66,1.22,18461.0,18144.0
SkyWest Airlines Inc.,11,16,1496,6.74,1.23,16315.0,16709.0
SkyWest Airlines Inc.,11,17,1707,6.47,0.44,17856.0,18230.0
SkyWest Airlines Inc.,11,18,1473,6.82,1.70,16414.0,16876.0
SkyWest Airlines Inc.,11,19,1087,9.18,1.97,14354.0,14049.0
SkyWest Airlines Inc.,11,20,1084,7.94,-0.58,12626.0,12434.0
SkyWest Airlines Inc.,11,21,624,8.71,3.30,7852.0,8048.0
SkyWest Airlines Inc.,11,22,400,12.54,5.67,6568.0,6752.0
SkyWest Airlines Inc.,11,23,52,-5.25,-15.13,221.0,140.0
SkyWest Airlines Inc.,12,0,8,4.38,14.25,68.0,171.0
SkyWest Airlines Inc.,12,1,1,31.00,20.00,31.0,20.0
SkyWest Airlines Inc.,12,5,476,17.20,8.99,9854.0,10038.0
SkyWest Airlines Inc.,12,6,1743,13.81,7.41,31054.0,32683.0
SkyWest Airlines Inc.,12,7,1410,7.65,3.88,16241.0,18995.0
SkyWest Airlines Inc.,12,8,1607,11.56,6.39,24215.0,25996.0
SkyWest Airlines Inc.,12,9,1440,13.60,9.52,24039.0,25833.0
SkyWest Airlines Inc.,12,10,1662,13.73,8.58,28574.0,29593.0
SkyWest Airlines Inc.,12,11,1686,12.47,5.99,26663.0,26843.0
SkyWest Airlines Inc.,12,12,1599,14.55,8.31,28449.0,28313.0
SkyWest Airlines Inc.,12,13,1571,16.28,10.44,30794.0,30845.0
SkyWest Airlines Inc.,12,14,1407,14.82,9.53,25473.0,25714.0
SkyWest Airlines Inc.,12,15,1673,13.78,7.17,28120.0,27786.0
SkyWest Airlines Inc.,12,16,1427,13.77,8.22,24498.0,24653.0
SkyWest Airlines Inc.,12,17,1734,13.06,6.67,28693.0,29188.0
SkyWest Airlines Inc.,12,18,1443,16.38,10.97,28902.0,29176.0
SkyWest Airlines Inc.,12,19,1054,16.96,10.16,21244.0,20713.0
SkyWest Airlines Inc.,12,20,1151,17.90,9.32,24053.0,23829.0
SkyWest Airlines Inc.,12,21,588,20.54,15.31,13876.0,14258.0
SkyWest Airlines Inc.,12,22,356,27.74,21.76,10750.0,10631.0
SkyWest Airlines Inc.,12,23,37,18.22,15.81,852.0,877.0
Southwest Airlines Co.,1,5,1043,4.87,-4.34,7562.0,7624.0
Southwest Airlines Co.,1,6,3681,0.86,-8.00,13280.0,14043.0
Southwest Airlines Co.,1,7,2864,1.41,-6.84,11972.0,12842.0
Southwest Airlines Co.,1,8,3376,3.40,-5.90,19917.0,17558.0
Southwest Airlines Co.,1,9,2840,4.75,-4.51,20239.0,17475.0
Southwest Airlines Co.,1,10,3275,4.88,-4.16,23260.0,19831.0
Southwest Airlines Co.,1,11,3102,6.36,-2.31,26501.0,23382.0
Southwest Airlines Co.,1,12,2943,7.68,-1.05,28664.0,24989.0
Southwest Airlines Co.,1,13,3057,9.10,0.39,33749.0,28516.0
Southwest Airlines Co.,1,14,3003,8.96,0.51,32744.0,28136.0
Southwest Airlines Co.,1,15,2825,9.54,1.09,32384.0,28133.0
Southwest Airlines Co.,1,16,3190,9.95,2.15,38171.0,32728.0
Southwest Airlines Co.,1,17,3086,10.51,2.88,38801.0,34069.0
Southwest Airlines Co.,1,18,2996,12.08,4.00,42191.0,36001.0
Southwest Airlines Co.,1,19,3164,12.78,5.18,47113.0,40801.0
Southwest Airlines Co.,1,20,2113,12.28,3.83,30661.0,25165.0
Southwest Airlines Co.,1,21,1762,12.87,4.47,26630.0,22651.0
Southwest Airlines Co.,1,22,472,17.41,8.81,9215.0,7730.0
Southwest Airlines Co.,1,23,5,49.20,33.20,246.0,166.0
Southwest Airlines Co.,2,5,924,1.35,-9.34,3453.0,3319.0
Southwest Airlines Co.,2,6,3309,0.49,-8.45,9750.0,11184.0
Southwest Airlines Co.,2,7,2572,1.19,-7.72,9845.0,10226.0
Southwest Airlines Co.,2,8,3106,3.76,-5.14,18935.0,17660.0
Southwest Airlines Co.,2,9,2545,4.58,-4.79,16942.0,14242.0
Southwest Airlines Co.,2,10,2994,6.01,-3.27,23801.0,19551.0
Southwest Airlines Co.,2,11,2737,7.11,-1.51,24949.0,21818.0
Southwest Airlines Co.,2,12,2729,8.68,-0.26,28465.0,23795.0
Southwest Airlines Co.,2,13,2708,10.05,1.66,31932.0,27457.0
Southwest Airlines Co.,2,14,2615,10.76,2.30,32349.0,26692.0
Southwest Airlines Co.,2,15,2565,11.60,3.60,33724.0,28877.0
Southwest Airlines Co.,2,16,2938,11.26,3.05,38146.0,31974.0
Southwest Airlines Co.,2,17,2677,12.12,4.42,37121.0,33108.0
Southwest Airlines Co.,2,18,2592,14.48,6.40,41854.0,35207.0
Southwest Airlines Co.,2,19,2863,12.69,5.01,41577.0,34860.0
Southwest Airlines Co.,2,20,1875,13.17,5.09,28542.0,23607.0
Southwest Airlines Co.,2,21,1739,14.60,6.20,28616.0,23129.0
Southwest Airlines Co.,2,22,352,13.95,5.40,5592.0,4522.0
Southwest Airlines Co.,3,5,1919,0.23,-7.75,4878.0,5315.0
Southwest Airlines Co.,3,6,3982,1.46,-6.19,15563.0,16540.0
Southwest Airlines Co.,3,7,2876,1.61,-6.15,12070.0,12150.0
Southwest Airlines Co.,3,8,3436,3.25,-4.62,18694.0,17181.0
Southwest Airlines Co.,3,9,2753,5.38,-3.09,20397.0,17324.0
Southwest Airlines Co.,3,10,3249,6.62,-1.24,27843.0,24605.0
Southwest Airlines Co.,3,11,2984,7.75,0.10,28876.0,25302.0
Southwest Airlines Co.,3,12,3005,7.86,0.22,28959.0,25700.0
Southwest Airlines Co.,3,13,3192,10.42,2.75,38377.0,32737.0
Southwest Airlines Co.,3,14,2789,12.52,5.91,39112.0,34826.0
Southwest Airlines Co.,3,15,2914,12.39,5.51,40724.0,35790.0
Southwest Airlines Co.,3,16,3179,13.07,5.46,46528.0,40336.0
Southwest Airlines Co.,3,17,3158,13.61,6.75,48099.0,42359.0
Southwest Airlines Co.,3,18,3025,14.69,7.81,49446.0,43892.0
Southwest Airlines Co.,3,19,3260,14.67,7.50,53438.0,45988.0
Southwest Airlines Co.,3,20,2778,15.85,8.84,49308.0,42447.0
Southwest Airlines Co.,3,21,2140,15.83,8.60,38180.0,32462.0
Southwest Airlines Co.,3,22,1295,15.17,7.65,22416.0,18870.0
Southwest Airlines Co.,3,23,18,22.06,13.44,418.0,390.0
Southwest Airlines Co.,4,5,1716,1.81,-6.36,7113.0,6297.0
Southwest Airlines Co.,4,6,3416,1.13,-6.28,12235.0,12420.0
Southwest Airlines Co.,4,7,2690,2.42,-4.62,12847.0,12886.0
Southwest Airlines Co.,4,8,3096,4.65,-2.86,20843.0,19081.0
Southwest Airlines Co.,4,9,2394,6.06,-1.51,19331.0,17389.0
Southwest Airlines Co.,4,10,2969,7.20,-0.23,27126.0,24402.0
Southwest Airlines Co.,4,11,2807,8.42,0.80,28637.0,25743.0
Southwest Airlines Co.,4,12,2575,9.66,2.11,29456.0,26203.0
Southwest Airlines Co.,4,13,2829,11.14,4.23,35846.0,32273.0
Southwest Airlines Co.,4,14,2552,13.30,6.41,37713.0,34035.0
Southwest Airlines Co.,4,15,2682,13.86,6.55,41194.0,35424.0
Southwest Airlines Co.,4,16,2643,15.79,8.65,45615.0,40135.0
Southwest Airlines Co.,4,17,2635,15.82,8.58,45669.0,40064.0
Southwest Airlines Co.,4,18,2783,15.91,9.02,48635.0,42737.0
Southwest Airlines Co.,4,19,2884,17.44,10.77,54718.0,48864.0
Southwest Airlines Co.,4,20,2394,18.11,11.48,47352.0,41791.0
Southwest Airlines Co.,4,21,1838,19.43,13.24,38712.0,34213.0
Southwest Airlines Co.,4,22,1207,20.31,12.93,26549.0,22255.0
Southwest Airlines Co.,4,23,6,12.33,1.50,76.0,33.0
Southwest Airlines Co.,5,5,1715,0.90,-7.49,5199.0,4303.0
Southwest Airlines Co.,5,6,3509,0.48,-7.71,9819.0,8753.0
Southwest Airlines Co.,5,7,2987,1.03,-6.57,10231.0,9404.0
Southwest Airlines Co.,5,8,3265,3.45,-5.06,17850.0,14144.0
Southwest Airlines Co.,5,9,2683,4.16,-3.93,16548.0,13446.0
Southwest Airlines Co.,5,10,2919,5.39,-2.36,20811.0,17292.0
Southwest Airlines Co.,5,11,2814,6.18,-1.75,22420.0,18605.0
Southwest Airlines Co.,5,12,2776,8.09,0.72,26960.0,23112.0
Southwest Airlines Co.,5,13,3084,9.75,2.98,34834.0,30815.0
Southwest Airlines Co.,5,14,2603,12.90,6.27,36952.0,32589.0
Southwest Airlines Co.,5,15,2852,15.26,8.68,47039.0,41699.0
Southwest Airlines Co.,5,16,2843,14.94,8.50,46172.0,41322.0
Southwest Airlines Co.,5,17,2799,17.18,10.46,51916.0,46049.0
